 Variant= 
 b
  1  2  3  4
 A
  5.50000 -2.60000  1.00000 -1.70000
 -2.60000  7.50000 -2.50000 -0.40000
  1.00000 -2.50000  0.90000  0.40000
 -1.70000 -0.40000  0.40000  4.90000
 Решение прямым методом квадратного корня 
 x*
  -4.27547946212065  26.9193180983173  85.2733485193622  -5.43059739878021
 Норма матрицы=10.08864
 Метод простой итерации
                        |   Норма   | Норма      |  Оценка   |
 Itr    |  tau |  q     |  невязки  |погрешности |Погрешности|    x[1]    x[2]     x[3]    x[4]
621   | 0.1843 |  0.993 | 0.1446162 |  0.2266273 | 3.8671885 | -4.20423 26.55697 84.11517 -5.34105 
622   | 0.2129 |  0.993 | 0.1243424 |  0.2250760 | 3.8407175 | -4.20925 26.56618 84.12143 -5.34091 
623   | 0.1843 |  0.993 | 0.1426431 |  0.2235354 | 3.8144277 | -4.20520 26.56191 84.13097 -5.34227 
624   | 0.2129 |  0.993 | 0.1226460 |  0.2220053 | 3.7883178 | -4.21015 26.57099 84.13715 -5.34213 
625   | 0.1843 |  0.993 | 0.1406970 |  0.2204857 | 3.7623867 | -4.20616 26.56679 84.14656 -5.34347 
626   | 0.2129 |  0.993 | 0.1209727 |  0.2189764 | 3.7366331 | -4.21104 26.57575 84.15265 -5.34334 
627   | 0.1843 |  0.993 | 0.1387775 |  0.2174775 | 3.7110558 | -4.20711 26.57160 84.16193 -5.34466 
628   | 0.2129 |  0.993 | 0.1193222 |  0.2159889 | 3.6856535 | -4.21192 26.58043 84.16794 -5.34453 
629   | 0.1843 |  0.993 | 0.1368841 |  0.2145104 | 3.6604251 | -4.20804 26.57634 84.17709 -5.34583 
630   | 0.2129 |  0.993 | 0.1176943 |  0.2130421 | 3.6353694 | -4.21279 26.58506 84.18302 -5.34570 
631   | 0.1843 |  0.993 | 0.1350166 |  0.2115838 | 3.6104852 | -4.20896 26.58102 84.19205 -5.34699 
632   | 0.2129 |  0.993 | 0.1160886 |  0.2101355 | 3.5857714 | -4.21364 26.58962 84.19790 -5.34686 
633   | 0.1843 |  0.993 | 0.1331745 |  0.2086972 | 3.5612267 | -4.20987 26.58564 84.20680 -5.34813 
634   | 0.2129 |  0.993 | 0.1145047 |  0.2072686 | 3.5368500 | -4.21449 26.59411 84.21257 -5.34800 
635   | 0.1843 |  0.993 | 0.1313576 |  0.2058499 | 3.5126402 | -4.21076 26.59019 84.22135 -5.34926 
636   | 0.2129 |  0.993 | 0.1129425 |  0.2044408 | 3.4885961 | -4.21532 26.59855 84.22704 -5.34913 
637   | 0.1843 |  0.993 | 0.1295655 |  0.2030414 | 3.4647166 | -4.21165 26.59468 84.23571 -5.35037 
638   | 0.2129 |  0.993 | 0.1114016 |  0.2016516 | 3.4410005 | -4.21614 26.60293 84.24132 -5.35024 
639   | 0.1843 |  0.993 | 0.1277978 |  0.2002713 | 3.4174468 | -4.21252 26.59911 84.24986 -5.35146 
640   | 0.2129 |  0.993 | 0.1098818 |  0.1989004 | 3.3940543 | -4.21695 26.60724 84.25540 -5.35134 
641   | 0.1843 |  0.993 | 0.1260542 |  0.1975389 | 3.3708219 | -4.21338 26.60348 84.26383 -5.35254 
642   | 0.2129 |  0.993 | 0.1083826 |  0.1961868 | 3.3477486 | -4.21775 26.61150 84.26928 -5.35242 
643   | 0.1843 |  0.993 | 0.1243344 |  0.1948439 | 3.3248332 | -4.21422 26.60779 84.27760 -5.35360 
644   | 0.2129 |  0.993 | 0.1069039 |  0.1935102 | 3.3020746 | -4.21854 26.61570 84.28298 -5.35349 
645   | 0.1843 |  0.993 | 0.1226381 |  0.1921856 | 3.2794718 | -4.21506 26.61204 84.29119 -5.35465 
646   | 0.2129 |  0.993 | 0.1054454 |  0.1908701 | 3.2570238 | -4.21931 26.61984 84.29650 -5.35454 
647   | 0.1843 |  0.993 | 0.1209649 |  0.1895636 | 3.2347294 | -4.21588 26.61623 84.30458 -5.35569 
648   | 0.2129 |  0.993 | 0.1040068 |  0.1882660 | 3.2125876 | -4.22008 26.62393 84.30982 -5.35558 
649   | 0.1843 |  0.993 | 0.1193146 |  0.1869773 | 3.1905973 | -4.21670 26.62036 84.31780 -5.35671 
650   | 0.2129 |  0.993 | 0.1025878 |  0.1856974 | 3.1687576 | -4.22083 26.62796 84.32297 -5.35660 
651   | 0.1843 |  0.993 | 0.1176867 |  0.1844263 | 3.1470674 | -4.21750 26.62444 84.33084 -5.35772 
652   | 0.2129 |  0.993 | 0.1011882 |  0.1831639 | 3.1255257 | -4.22158 26.63194 84.33593 -5.35761 
653   | 0.1843 |  0.993 | 0.1160811 |  0.1819102 | 3.1041314 | -4.21829 26.62846 84.34370 -5.35872 
654   | 0.2129 |  0.993 | 0.0998077 |  0.1806650 | 3.0828835 | -4.22232 26.63586 84.34872 -5.35860 
655   | 0.1843 |  0.993 | 0.1144974 |  0.1794283 | 3.0617811 | -4.21907 26.63243 84.35638 -5.35970 
656   | 0.2129 |  0.993 | 0.0984460 |  0.1782002 | 3.0408231 | -4.22304 26.63972 84.36134 -5.35959 
657   | 0.1843 |  0.993 | 0.1129353 |  0.1769804 | 3.0200086 | -4.21984 26.63635 84.36889 -5.36066 
658   | 0.2129 |  0.993 | 0.0971029 |  0.1757689 | 2.9993366 | -4.22376 26.64354 84.37378 -5.36056 
659   | 0.1843 |  0.993 | 0.1113945 |  0.1745658 | 2.9788061 | -4.22060 26.64021 84.38123 -5.36162 
660   | 0.2129 |  0.993 | 0.0957781 |  0.1733709 | 2.9584161 | -4.22446 26.64730 84.38605 -5.36151 
661   | 0.1843 |  0.993 | 0.1098747 |  0.1721842 | 2.9381657 | -4.22135 26.64402 84.39340 -5.36256 
662   | 0.2129 |  0.993 | 0.0944714 |  0.1710056 | 2.9180539 | -4.22516 26.65101 84.39816 -5.36245 
663   | 0.1843 |  0.993 | 0.1083757 |  0.1698350 | 2.8980797 | -4.22209 26.64777 84.40541 -5.36349 
664   | 0.2129 |  0.993 | 0.0931825 |  0.1686725 | 2.8782423 | -4.22584 26.65467 84.41010 -5.36338 
665   | 0.1843 |  0.993 | 0.1068971 |  0.1675179 | 2.8585407 | -4.22281 26.65148 84.41725 -5.36440 
666   | 0.2129 |  0.993 | 0.0919112 |  0.1663713 | 2.8389739 | -4.22652 26.65828 84.42188 -5.36430 
667   | 0.1843 |  0.993 | 0.1054387 |  0.1652324 | 2.8195410 | -4.22353 26.65513 84.42893 -5.36531 
668   | 0.2129 |  0.993 | 0.0906572 |  0.1641014 | 2.8002412 | -4.22719 26.66184 84.43349 -5.36521 
669   | 0.1843 |  0.993 | 0.1040002 |  0.1629781 | 2.7810735 | -4.22424 26.65873 84.44045 -5.36620 
670   | 0.2129 |  0.993 | 0.0894203 |  0.1618626 | 2.7620370 | -4.22785 26.66536 84.44495 -5.36610 
671   | 0.1843 |  0.993 | 0.1025813 |  0.1607546 | 2.7431308 | -4.22494 26.66229 84.45181 -5.36707 
672   | 0.2129 |  0.993 | 0.0882004 |  0.1596542 | 2.7243540 | -4.22850 26.66882 84.45625 -5.36698 
673   | 0.1843 |  0.993 | 0.1011817 |  0.1585614 | 2.7057057 | -4.22563 26.66580 84.46302 -5.36794 
674   | 0.2129 |  0.993 | 0.0869970 |  0.1574760 | 2.6871851 | -4.22914 26.67224 84.46740 -5.36785 
675   | 0.1843 |  0.993 | 0.0998013 |  0.1563981 | 2.6687913 | -4.22631 26.66926 84.47408 -5.36880 
676   | 0.2129 |  0.993 | 0.0858101 |  0.1553276 | 2.6505233 | -4.22977 26.67561 84.47840 -5.36870 
677   | 0.1843 |  0.993 | 0.0984397 |  0.1542643 | 2.6323805 | -4.22698 26.67267 84.48498 -5.36964 
678   | 0.2129 |  0.993 | 0.0846394 |  0.1532084 | 2.6143617 | -4.23040 26.67894 84.48924 -5.36955 
679   | 0.1843 |  0.993 | 0.0970966 |  0.1521597 | 2.5964664 | -4.22764 26.67603 84.49574 -5.37047 
680   | 0.2129 |  0.993 | 0.0834846 |  0.1511182 | 2.5786935 | -4.23101 26.68221 84.49994 -5.37038 
681   | 0.1843 |  0.993 | 0.0957719 |  0.1500837 | 2.5610423 | -4.22830 26.67935 84.50635 -5.37129 
682   | 0.2129 |  0.993 | 0.0823456 |  0.1490564 | 2.5435119 | -4.23162 26.68545 84.51049 -5.37120 
683   | 0.1843 |  0.993 | 0.0944653 |  0.1480361 | 2.5261015 | -4.22894 26.68263 84.51681 -5.37210 
684   | 0.2129 |  0.993 | 0.0812222 |  0.1470228 | 2.5088103 | -4.23222 26.68864 84.52090 -5.37201 
685   | 0.1843 |  0.993 | 0.0931765 |  0.1460164 | 2.4916374 | -4.22957 26.68585 84.52713 -5.37290 
686   | 0.2129 |  0.993 | 0.0801141 |  0.1450170 | 2.4745821 | -4.23281 26.69179 84.53117 -5.37281 
687   | 0.1843 |  0.993 | 0.0919053 |  0.1440243 | 2.4576435 | -4.23020 26.68904 84.53731 -5.37369 
688   | 0.2129 |  0.993 | 0.0790210 |  0.1430385 | 2.4408209 | -4.23339 26.69489 84.54129 -5.37360 
689   | 0.1843 |  0.993 | 0.0906514 |  0.1420594 | 2.4241134 | -4.23082 26.69218 84.54735 -5.37446 
690   | 0.2129 |  0.993 | 0.0779429 |  0.1410870 | 2.4075203 | -4.23396 26.69795 84.55128 -5.37438 
691   | 0.1843 |  0.993 | 0.0894146 |  0.1401212 | 2.3910408 | -4.23143 26.69528 84.55726 -5.37523 
692   | 0.2129 |  0.993 | 0.0768796 |  0.1391621 | 2.3746741 | -4.23453 26.70097 84.56113 -5.37514 
693   | 0.1843 |  0.993 | 0.0881947 |  0.1382095 | 2.3584194 | -4.23203 26.69834 84.56703 -5.37598 
694   | 0.2129 |  0.993 | 0.0758307 |  0.1372635 | 2.3422759 | -4.23509 26.70395 84.57085 -5.37590 
695   | 0.1843 |  0.993 | 0.0869915 |  0.1363239 | 2.3262430 | -4.23262 26.70135 84.57667 -5.37673 
696   | 0.2129 |  0.993 | 0.0747961 |  0.1353908 | 2.3103198 | -4.23564 26.70689 84.58043 -5.37665 
697   | 0.1843 |  0.993 | 0.0858046 |  0.1344640 | 2.2945056 | -4.23321 26.70433 84.58617 -5.37746 
698   | 0.2129 |  0.993 | 0.0737756 |  0.1335436 | 2.2787997 | -4.23618 26.70979 84.58989 -5.37738 
699   | 0.1843 |  0.993 | 0.0846340 |  0.1326295 | 2.2632013 | -4.23378 26.70726 84.59555 -5.37819 
700   | 0.2129 |  0.993 | 0.0727691 |  0.1317216 | 2.2477096 | -4.23672 26.71265 84.59921 -5.37811 
701   | 0.1843 |  0.993 | 0.0834793 |  0.1308200 | 2.2323240 | -4.23435 26.71015 84.60479 -5.37890 
702   | 0.2129 |  0.993 | 0.0717763 |  0.1299245 | 2.2170437 | -4.23725 26.71547 84.60841 -5.37882 
703   | 0.1843 |  0.993 | 0.0823404 |  0.1290352 | 2.2018679 | -4.23491 26.71301 84.61391 -5.37961 
704   | 0.2129 |  0.993 | 0.0707970 |  0.1281519 | 2.1867961 | -4.23777 26.71825 84.61748 -5.37953 
705   | 0.1843 |  0.993 | 0.0812170 |  0.1272747 | 2.1718274 | -4.23547 26.71582 84.62291 -5.38030 
706   | 0.2129 |  0.993 | 0.0698311 |  0.1264035 | 2.1569612 | -4.23828 26.72099 84.62643 -5.38023 
707   | 0.1843 |  0.993 | 0.0801089 |  0.1255383 | 2.1421968 | -4.23601 26.71860 84.63179 -5.38099 
708   | 0.2129 |  0.993 | 0.0688784 |  0.1246790 | 2.1275334 | -4.23879 26.72370 84.63525 -5.38091 
709   | 0.1843 |  0.993 | 0.0790160 |  0.1238256 | 2.1129704 | -4.23655 26.72134 84.64054 -5.38167 
710   | 0.2129 |  0.993 | 0.0679387 |  0.1229780 | 2.0985071 | -4.23929 26.72637 84.64396 -5.38159 
711   | 0.1843 |  0.993 | 0.0779380 |  0.1221362 | 2.0841427 | -4.23708 26.72404 84.64917 -5.38234 
712   | 0.2129 |  0.993 | 0.0670118 |  0.1213002 | 2.0698767 | -4.23978 26.72900 84.65255 -5.38226 
713   | 0.1843 |  0.993 | 0.0768746 |  0.1204699 | 2.0557084 | -4.23761 26.72670 84.65769 -5.38299 
714   | 0.2129 |  0.993 | 0.0660976 |  0.1196452 | 2.0416370 | -4.24027 26.73160 84.66102 -5.38292 
715   | 0.1843 |  0.993 | 0.0758258 |  0.1188263 | 2.0276620 | -4.23812 26.72933 84.66609 -5.38364 
716   | 0.2129 |  0.993 | 0.0651958 |  0.1180129 | 2.0137826 | -4.24075 26.73416 84.66937 -5.38357 
717   | 0.1843 |  0.993 | 0.0747913 |  0.1172051 | 1.9999982 | -4.23863 26.73192 84.67437 -5.38428 
718   | 0.2129 |  0.993 | 0.0643063 |  0.1164028 | 1.9863081 | -4.24123 26.73668 84.67761 -5.38421 
719   | 0.1843 |  0.993 | 0.0737709 |  0.1156060 | 1.9727118 | -4.23913 26.73448 84.68254 -5.38492 
720   | 0.2129 |  0.993 | 0.0634289 |  0.1148147 | 1.9592086 | -4.24169 26.73917 84.68574 -5.38485 
721   | 0.1843 |  0.993 | 0.0727644 |  0.1140288 | 1.9457977 | -4.23963 26.73700 84.69060 -5.38554 
722   | 0.2129 |  0.993 | 0.0625636 |  0.1132483 | 1.9324787 | -4.24215 26.74163 84.69376 -5.38547 
723   | 0.1843 |  0.993 | 0.0717717 |  0.1124731 | 1.9192508 | -4.24012 26.73949 84.69856 -5.38615 
724   | 0.2129 |  0.993 | 0.0617100 |  0.1117032 | 1.9061135 | -4.24261 26.74406 84.70166 -5.38609 
725   | 0.1843 |  0.993 | 0.0707925 |  0.1109386 | 1.8930661 | -4.24060 26.74194 84.70640 -5.38676 
726   | 0.2129 |  0.993 | 0.0608681 |  0.1101792 | 1.8801081 | -4.24306 26.74645 84.70946 -5.38669 
727   | 0.1843 |  0.993 | 0.0698267 |  0.1094250 | 1.8672387 | -4.24108 26.74436 84.71413 -5.38736 
728   | 0.2129 |  0.993 | 0.0600377 |  0.1086760 | 1.8544574 | -4.24350 26.74881 84.71716 -5.38729 
729   | 0.1843 |  0.993 | 0.0688740 |  0.1079321 | 1.8417636 | -4.24155 26.74675 84.72176 -5.38795 
730   | 0.2129 |  0.993 | 0.0592185 |  0.1071933 | 1.8291567 | -4.24394 26.75113 84.72474 -5.38788 
731   | 0.1843 |  0.993 | 0.0679344 |  0.1064596 | 1.8166361 | -4.24201 26.74910 84.72929 -5.38853 
732   | 0.2129 |  0.993 | 0.0584106 |  0.1057309 | 1.8042011 | -4.24437 26.75343 84.73223 -5.38847 
733   | 0.1843 |  0.993 | 0.0670075 |  0.1050072 | 1.7918513 | -4.24247 26.75142 84.73671 -5.38910 
734   | 0.2129 |  0.993 | 0.0576137 |  0.1042884 | 1.7795861 | -4.24479 26.75569 84.73961 -5.38904 
735   | 0.1843 |  0.993 | 0.0660933 |  0.1035745 | 1.7674048 | -4.24292 26.75371 84.74403 -5.38967 
736   | 0.2129 |  0.993 | 0.0568277 |  0.1028655 | 1.7553068 | -4.24521 26.75792 84.74689 -5.38961 
737   | 0.1843 |  0.993 | 0.0651916 |  0.1021614 | 1.7432917 | -4.24336 26.75597 84.75125 -5.39023 
738   | 0.2129 |  0.993 | 0.0560524 |  0.1014621 | 1.7313589 | -4.24562 26.76012 84.75408 -5.39017 
739   | 0.1843 |  0.993 | 0.0643022 |  0.1007676 | 1.7195077 | -4.24380 26.75820 84.75838 -5.39078 
740   | 0.2129 |  0.993 | 0.0552876 |  0.1000779 | 1.7077376 | -4.24603 26.76230 84.76116 -5.39072 
741   | 0.1843 |  0.993 | 0.0634249 |  0.0993928 | 1.6960481 | -4.24423 26.76040 84.76540 -5.39132 
742   | 0.2129 |  0.993 | 0.0545333 |  0.0987125 | 1.6844386 | -4.24643 26.76444 84.76815 -5.39126 
743   | 0.1843 |  0.993 | 0.0625596 |  0.0980368 | 1.6729086 | -4.24466 26.76257 84.77233 -5.39186 
744   | 0.2129 |  0.993 | 0.0537893 |  0.0973657 | 1.6614575 | -4.24683 26.76655 84.77504 -5.39180 
745   | 0.1843 |  0.993 | 0.0617061 |  0.0966993 | 1.6500848 | -4.24508 26.76471 84.77917 -5.39239 
746   | 0.2129 |  0.993 | 0.0530555 |  0.0960374 | 1.6387899 | -4.24722 26.76864 84.78184 -5.39233 
747   | 0.1843 |  0.993 | 0.0608642 |  0.0953800 | 1.6275724 | -4.24549 26.76682 84.78591 -5.39291 
748   | 0.2129 |  0.993 | 0.0523316 |  0.0947271 | 1.6164316 | -4.24760 26.77069 84.78855 -5.39285 
749   | 0.1843 |  0.993 | 0.0600338 |  0.0940787 | 1.6053671 | -4.24590 26.76890 84.79256 -5.39342 
750   | 0.2129 |  0.993 | 0.0516176 |  0.0934347 | 1.5943783 | -4.24798 26.77272 84.79516 -5.39336 
751   | 0.1843 |  0.993 | 0.0592148 |  0.0927952 | 1.5834647 | -4.24631 26.77095 84.79912 -5.39393 
752   | 0.2129 |  0.993 | 0.0509134 |  0.0921600 | 1.5726259 | -4.24836 26.77472 84.80168 -5.39387 
753   | 0.1843 |  0.993 | 0.0584069 |  0.0915291 | 1.5618612 | -4.24670 26.77297 84.80559 -5.39443 
754   | 0.2129 |  0.993 | 0.0502188 |  0.0909026 | 1.5511703 | -4.24873 26.77669 84.80812 -5.39437 
755   | 0.1843 |  0.993 | 0.0576100 |  0.0902804 | 1.5405525 | -4.24710 26.77497 84.81197 -5.39492 
756   | 0.2129 |  0.993 | 0.0495337 |  0.0896624 | 1.5300074 | -4.24909 26.77864 84.81447 -5.39487 
757   | 0.1843 |  0.993 | 0.0568240 |  0.0890487 | 1.5195344 | -4.24748 26.77694 84.81827 -5.39541 
758   | 0.2129 |  0.993 | 0.0488579 |  0.0884391 | 1.5091332 | -4.24945 26.78056 84.82073 -5.39536 
759   | 0.1843 |  0.993 | 0.0560488 |  0.0878338 | 1.4988031 | -4.24787 26.77888 84.82447 -5.39589 
760   | 0.2129 |  0.993 | 0.0481913 |  0.0872325 | 1.4885438 | -4.24981 26.78245 84.82690 -5.39584 
761   | 0.1843 |  0.993 | 0.0552841 |  0.0866354 | 1.4783547 | -4.24824 26.78080 84.83060 -5.39636 
762   | 0.2129 |  0.993 | 0.0475338 |  0.0860424 | 1.4682353 | -4.25016 26.78432 84.83299 -5.39631 
763   | 0.1843 |  0.993 | 0.0545298 |  0.0854534 | 1.4581852 | -4.24861 26.78269 84.83664 -5.39683 
764   | 0.2129 |  0.993 | 0.0468853 |  0.0848685 | 1.4482039 | -4.25051 26.78616 84.83900 -5.39678 
765   | 0.1843 |  0.993 | 0.0537859 |  0.0842876 | 1.4382909 | -4.24898 26.78455 84.84260 -5.39729 
766   | 0.2129 |  0.993 | 0.0462456 |  0.0837106 | 1.4284458 | -4.25085 26.78798 84.84493 -5.39724 
767   | 0.1843 |  0.993 | 0.0530521 |  0.0831376 | 1.4186680 | -4.24934 26.78639 84.84847 -5.39775 
768   | 0.2129 |  0.993 | 0.0456147 |  0.0825686 | 1.4089572 | -4.25118 26.78977 84.85077 -5.39769 
769   | 0.1843 |  0.993 | 0.0523283 |  0.0820034 | 1.3993129 | -4.24970 26.78820 84.85427 -5.39819 
770   | 0.2129 |  0.993 | 0.0449924 |  0.0814421 | 1.3897345 | -4.25151 26.79154 84.85654 -5.39814 
771   | 0.1843 |  0.993 | 0.0516143 |  0.0808846 | 1.3802218 | -4.25005 26.78999 84.85999 -5.39864 
772   | 0.2129 |  0.993 | 0.0443785 |  0.0803309 | 1.3707741 | -4.25184 26.79328 84.86222 -5.39859 
773   | 0.1843 |  0.993 | 0.0509102 |  0.0797811 | 1.3613911 | -4.25040 26.79176 84.86563 -5.39907 
774   | 0.2129 |  0.993 | 0.0437730 |  0.0792350 | 1.3520724 | -4.25216 26.79500 84.86783 -5.39902 
775   | 0.1843 |  0.993 | 0.0502156 |  0.0786926 | 1.3428174 | -4.25074 26.79350 84.87119 -5.39950 
776   | 0.2129 |  0.993 | 0.0431758 |  0.0781539 | 1.3336258 | -4.25248 26.79670 84.87336 -5.39945 
777   | 0.1843 |  0.993 | 0.0495305 |  0.0776190 | 1.3244971 | -4.25108 26.79521 84.87668 -5.39993 
778   | 0.2129 |  0.993 | 0.0425868 |  0.0770877 | 1.3154309 | -4.25280 26.79837 84.87882 -5.39988 
779   | 0.1843 |  0.993 | 0.0488547 |  0.0765600 | 1.3064267 | -4.25141 26.79691 84.88209 -5.40034 
780   | 0.2129 |  0.993 | 0.0420058 |  0.0760360 | 1.2974842 | -4.25310 26.80002 84.88420 -5.40030 
781   | 0.1843 |  0.993 | 0.0481882 |  0.0755155 | 1.2886029 | -4.25174 26.79858 84.88743 -5.40076 
782   | 0.2129 |  0.993 | 0.0414327 |  0.0749986 | 1.2797824 | -4.25341 26.80165 84.88951 -5.40071 
783   | 0.1843 |  0.993 | 0.0475308 |  0.0744852 | 1.2710222 | -4.25206 26.80022 84.89269 -5.40116 
784   | 0.2129 |  0.993 | 0.0408674 |  0.0739754 | 1.2623221 | -4.25371 26.80325 84.89475 -5.40112 
785   | 0.1843 |  0.993 | 0.0468823 |  0.0734690 | 1.2536815 | -4.25238 26.80185 84.89789 -5.40157 
786   | 0.2129 |  0.993 | 0.0403098 |  0.0729661 | 1.2451000 | -4.25401 26.80483 84.89992 -5.40152 
787   | 0.1843 |  0.993 | 0.0462427 |  0.0724666 | 1.2365772 | -4.25270 26.80345 84.90301 -5.40196 
788   | 0.2129 |  0.993 | 0.0397599 |  0.0719706 | 1.2281128 | -4.25430 26.80640 84.90501 -5.40192 
789   | 0.1843 |  0.993 | 0.0456118 |  0.0714780 | 1.2197064 | -4.25301 26.80503 84.90806 -5.40235 
790   | 0.2129 |  0.993 | 0.0392174 |  0.0709887 | 1.2113575 | -4.25459 26.80794 84.91004 -5.40231 
791   | 0.1843 |  0.993 | 0.0449895 |  0.0705028 | 1.2030657 | -4.25331 26.80659 84.91304 -5.40274 
792   | 0.2129 |  0.993 | 0.0386824 |  0.0700202 | 1.1948307 | -4.25487 26.80946 84.91499 -5.40270 
793   | 0.1843 |  0.993 | 0.0443757 |  0.0695409 | 1.1866520 | -4.25362 26.80813 84.91796 -5.40312 
794   | 0.2129 |  0.993 | 0.0381546 |  0.0690649 | 1.1785294 | -4.25516 26.81096 84.91988 -5.40308 
795   | 0.1843 |  0.993 | 0.0437702 |  0.0685921 | 1.1704623 | -4.25392 26.80965 84.92281 -5.40349 
796   | 0.2129 |  0.993 | 0.0376341 |  0.0681226 | 1.1624505 | -4.25543 26.81243 84.92470 -5.40345 
797   | 0.1843 |  0.993 | 0.0431731 |  0.0676563 | 1.1544935 | -4.25421 26.81114 84.92759 -5.40386 
798   | 0.2129 |  0.993 | 0.0371206 |  0.0671932 | 1.1465909 | -4.25571 26.81389 84.92946 -5.40382 
799   | 0.1843 |  0.993 | 0.0425841 |  0.0667333 | 1.1387425 | -4.25450 26.81262 84.93231 -5.40423 
800   | 0.2129 |  0.993 | 0.0366142 |  0.0662765 | 1.1309478 | -4.25598 26.81533 84.93415 -5.40419 
801   | 0.1843 |  0.993 | 0.0420031 |  0.0658228 | 1.1232064 | -4.25479 26.81407 84.93696 -5.40459 
802   | 0.2129 |  0.993 | 0.0361147 |  0.0653723 | 1.1155180 | -4.25624 26.81675 84.93878 -5.40455 
803   | 0.1843 |  0.993 | 0.0414300 |  0.0649248 | 1.1078823 | -4.25507 26.81551 84.94155 -5.40494 
804   | 0.2129 |  0.993 | 0.0356219 |  0.0644804 | 1.1002988 | -4.25651 26.81815 84.94334 -5.40490 
805   | 0.1843 |  0.993 | 0.0408648 |  0.0640390 | 1.0927673 | -4.25535 26.81693 84.94608 -5.40529 
806   | 0.2129 |  0.993 | 0.0351359 |  0.0636007 | 1.0852872 | -4.25676 26.81953 84.94785 -5.40525 
807   | 0.1843 |  0.993 | 0.0403073 |  0.0631653 | 1.0778584 | -4.25562 26.81832 84.95054 -5.40564 
808   | 0.2129 |  0.993 | 0.0346566 |  0.0627329 | 1.0704805 | -4.25702 26.82089 84.95229 -5.40560 
809   | 0.1843 |  0.993 | 0.0397573 |  0.0623035 | 1.0631530 | -4.25589 26.81970 84.95495 -5.40598 
810   | 0.2129 |  0.993 | 0.0341837 |  0.0618771 | 1.0558757 | -4.25727 26.82223 84.95667 -5.40594 
811   | 0.1843 |  0.993 | 0.0392149 |  0.0614535 | 1.0486482 | -4.25616 26.82106 84.95929 -5.40631 
812   | 0.2129 |  0.993 | 0.0337174 |  0.0610329 | 1.0414702 | -4.25752 26.82356 84.96099 -5.40628 
813   | 0.1843 |  0.993 | 0.0386799 |  0.0606151 | 1.0343413 | -4.25642 26.82240 84.96358 -5.40665 
814   | 0.2129 |  0.993 | 0.0332574 |  0.0602002 | 1.0272612 | -4.25776 26.82486 84.96525 -5.40661 
815   | 0.1843 |  0.993 | 0.0381522 |  0.0597881 | 1.0202296 | -4.25668 26.82372 84.96780 -5.40697 
816   | 0.2129 |  0.993 | 0.0328036 |  0.0593789 | 1.0132461 | -4.25801 26.82615 84.96945 -5.40694 
817   | 0.1843 |  0.993 | 0.0376317 |  0.0589724 | 1.0063104 | -4.25694 26.82503 84.97197 -5.40729 
818   | 0.2129 |  0.993 | 0.0323561 |  0.0585687 | 0.9994222 | -4.25824 26.82742 84.97360 -5.40726 
819   | 0.1843 |  0.993 | 0.0371183 |  0.0581678 | 0.9925811 | -4.25719 26.82631 84.97608 -5.40761 
820   | 0.2129 |  0.993 | 0.0319146 |  0.0577697 | 0.9857869 | -4.25848 26.82868 84.97769 -5.40758 
821   | 0.1843 |  0.993 | 0.0366118 |  0.0573742 | 0.9790391 | -4.25744 26.82758 84.98014 -5.40793 
822   | 0.2129 |  0.993 | 0.0314792 |  0.0569815 | 0.9723376 | -4.25871 26.82991 84.98172 -5.40789 
823   | 0.1843 |  0.993 | 0.0361123 |  0.0565915 | 0.9656819 | -4.25769 26.82883 84.98414 -5.40824 
824   | 0.2129 |  0.993 | 0.0310497 |  0.0562041 | 0.9590718 | -4.25894 26.83113 84.98570 -5.40820 
825   | 0.1843 |  0.993 | 0.0356197 |  0.0558194 | 0.9525069 | -4.25793 26.83007 84.98808 -5.40854 
826   | 0.2129 |  0.993 | 0.0306261 |  0.0554373 | 0.9459870 | -4.25917 26.83234 84.98963 -5.40851 
827   | 0.1843 |  0.993 | 0.0351337 |  0.0550578 | 0.9395117 | -4.25817 26.83129 84.99198 -5.40884 
828   | 0.2129 |  0.993 | 0.0302083 |  0.0546810 | 0.9330807 | -4.25939 26.83352 84.99350 -5.40881 
829   | 0.1843 |  0.993 | 0.0346544 |  0.0543067 | 0.9266938 | -4.25841 26.83249 84.99581 -5.40914 
830   | 0.2129 |  0.993 | 0.0297961 |  0.0539349 | 0.9203505 | -4.25961 26.83469 84.99732 -5.40911 
831   | 0.1843 |  0.993 | 0.0341816 |  0.0535657 | 0.9140507 | -4.25864 26.83367 84.99960 -5.40943 
832   | 0.2129 |  0.993 | 0.0293896 |  0.0531991 | 0.9077940 | -4.25982 26.83585 85.00108 -5.40940 
833   | 0.1843 |  0.993 | 0.0337152 |  0.0528349 | 0.9015801 | -4.25887 26.83484 85.00334 -5.40972 
834   | 0.2129 |  0.993 | 0.0289887 |  0.0524733 | 0.8954088 | -4.26004 26.83699 85.00480 -5.40969 
835   | 0.1843 |  0.993 | 0.0332552 |  0.0521141 | 0.8892797 | -4.25910 26.83599 85.00702 -5.41000 
836   | 0.2129 |  0.993 | 0.0285932 |  0.0517574 | 0.8831926 | -4.26025 26.83811 85.00846 -5.40997 
837   | 0.1843 |  0.993 | 0.0328015 |  0.0514031 | 0.8771471 | -4.25932 26.83713 85.01065 -5.41029 
